Run ID,5583,,,,,,,,,,,,,,,,,,,
Run Date/Time,20.21.2021 21:22,,,,,,,,,,,,,,,,,,,
Application Name,Labcyte Echo Dose-Response,,,,,,,,,,,,,,,,,,,
Application Version,01.05.2007,,,,,,,,,,,,,,,,,,,
Protocol Name,Dummy.edr,,,,,,,,,,,,,,,,,,,
User Name,ACCESS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
[DETAILS],,,,,,,,,,,,,,,,,,,,
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Source Concentration,Source Concentration Units,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Concentration,Destination Concentration Units,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I9,1.75E-07,M,Sample 5,Sample 5,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J9,1.16E-07,M,Sample 5,Sample 5,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K9,5.82E-08,M,Sample 5,Sample 5,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L9,3.49E-08,M,Sample 5,Sample 5,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M9,1.75E-08,M,Sample 5,Sample 5,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N9,1.16E-08,M,Sample 5,Sample 5,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O9,5.82E-09,M,Sample 5,Sample 5,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A10,2.24E-05,M,Sample 5,Sample 5,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B10,1.12E-05,M,Sample 5,Sample 5,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C10,7.45E-06,M,Sample 5,Sample 5,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D10,3.73E-06,M,Sample 5,Sample 5,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E10,2.24E-06,M,Sample 5,Sample 5,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F10,1.12E-06,M,Sample 5,Sample 5,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G10,7.45E-07,M,Sample 5,Sample 5,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H10,3.73E-07,M,Sample 5,Sample 5,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I10,1.75E-07,M,Sample 5,Sample 5,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J10,1.16E-07,M,Sample 5,Sample 5,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K10,5.82E-08,M,Sample 5,Sample 5,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L10,3.49E-08,M,Sample 5,Sample 5,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M10,1.75E-08,M,Sample 5,Sample 5,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N10,1.16E-08,M,Sample 5,Sample 5,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O10,5.82E-09,M,Sample 5,Sample 5,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A11,2.24E-05,M,Sample 6,Sample 6,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B11,1.12E-05,M,Sample 6,Sample 6,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C11,7.45E-06,M,Sample 6,Sample 6,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D11,3.73E-06,M,Sample 6,Sample 6,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E11,2.24E-06,M,Sample 6,Sample 6,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F11,1.12E-06,M,Sample 6,Sample 6,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G11,7.45E-07,M,Sample 6,Sample 6,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H11,3.73E-07,M,Sample 6,Sample 6,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I11,1.75E-07,M,Sample 6,Sample 6,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J11,1.16E-07,M,Sample 6,Sample 6,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K11,5.82E-08,M,Sample 6,Sample 6,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L11,3.49E-08,M,Sample 6,Sample 6,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M11,1.75E-08,M,Sample 6,Sample 6,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N11,1.16E-08,M,Sample 6,Sample 6,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O11,5.82E-09,M,Sample 6,Sample 6,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A12,2.24E-05,M,Sample 6,Sample 6,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B12,1.12E-05,M,Sample 6,Sample 6,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C12,7.45E-06,M,Sample 6,Sample 6,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D12,3.73E-06,M,Sample 6,Sample 6,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E12,2.24E-06,M,Sample 6,Sample 6,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F12,1.12E-06,M,Sample 6,Sample 6,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G12,7.45E-07,M,Sample 6,Sample 6,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H12,3.73E-07,M,Sample 6,Sample 6,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I12,1.75E-07,M,Sample 6,Sample 6,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J12,1.16E-07,M,Sample 6,Sample 6,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K12,5.82E-08,M,Sample 6,Sample 6,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L12,3.49E-08,M,Sample 6,Sample 6,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M12,1.75E-08,M,Sample 6,Sample 6,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N12,1.16E-08,M,Sample 6,Sample 6,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O12,5.82E-09,M,Sample 6,Sample 6,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A13,2.24E-05,M,Sample 7,Sample 7,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B13,1.12E-05,M,Sample 7,Sample 7,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C13,7.45E-06,M,Sample 7,Sample 7,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D13,3.73E-06,M,Sample 7,Sample 7,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E13,2.24E-06,M,Sample 7,Sample 7,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F13,1.12E-06,M,Sample 7,Sample 7,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G13,7.45E-07,M,Sample 7,Sample 7,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H13,3.73E-07,M,Sample 7,Sample 7,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I13,1.75E-07,M,Sample 7,Sample 7,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J13,1.16E-07,M,Sample 7,Sample 7,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K13,5.82E-08,M,Sample 7,Sample 7,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L13,3.49E-08,M,Sample 7,Sample 7,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M13,1.75E-08,M,Sample 7,Sample 7,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N13,1.16E-08,M,Sample 7,Sample 7,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O13,5.82E-09,M,Sample 7,Sample 7,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A14,2.24E-05,M,Sample 7,Sample 7,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B14,1.12E-05,M,Sample 7,Sample 7,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C14,7.45E-06,M,Sample 7,Sample 7,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D14,3.73E-06,M,Sample 7,Sample 7,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E14,2.24E-06,M,Sample 7,Sample 7,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F14,1.12E-06,M,Sample 7,Sample 7,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G14,7.45E-07,M,Sample 7,Sample 7,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H14,3.73E-07,M,Sample 7,Sample 7,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I14,1.75E-07,M,Sample 7,Sample 7,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J14,1.16E-07,M,Sample 7,Sample 7,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K14,5.82E-08,M,Sample 7,Sample 7,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L14,3.49E-08,M,Sample 7,Sample 7,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M14,1.75E-08,M,Sample 7,Sample 7,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N14,1.16E-08,M,Sample 7,Sample 7,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O14,5.82E-09,M,Sample 7,Sample 7,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A15,2.24E-05,M,Sample 8,Sample 8,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B15,1.12E-05,M,Sample 8,Sample 8,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C15,7.45E-06,M,Sample 8,Sample 8,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D15,3.73E-06,M,Sample 8,Sample 8,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E15,2.24E-06,M,Sample 8,Sample 8,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F15,1.12E-06,M,Sample 8,Sample 8,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G15,7.45E-07,M,Sample 8,Sample 8,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H15,3.73E-07,M,Sample 8,Sample 8,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I15,1.75E-07,M,Sample 8,Sample 8,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J15,1.16E-07,M,Sample 8,Sample 8,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K15,5.82E-08,M,Sample 8,Sample 8,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L15,3.49E-08,M,Sample 8,Sample 8,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M15,1.75E-08,M,Sample 8,Sample 8,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N15,1.16E-08,M,Sample 8,Sample 8,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O15,5.82E-09,M,Sample 8,Sample 8,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A16,2.24E-05,M,Sample 8,Sample 8,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B16,1.12E-05,M,Sample 8,Sample 8,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C16,7.45E-06,M,Sample 8,Sample 8,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D16,3.73E-06,M,Sample 8,Sample 8,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E16,2.24E-06,M,Sample 8,Sample 8,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F16,1.12E-06,M,Sample 8,Sample 8,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G16,7.45E-07,M,Sample 8,Sample 8,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H16,3.73E-07,M,Sample 8,Sample 8,2.5,2.5,8.437,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I16,1.75E-07,M,Sample 8,Sample 8,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J16,1.16E-07,M,Sample 8,Sample 8,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K16,5.82E-08,M,Sample 8,Sample 8,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L16,3.49E-08,M,Sample 8,Sample 8,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M16,1.75E-08,M,Sample 8,Sample 8,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N16,1.16E-08,M,Sample 8,Sample 8,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O16,5.82E-09,M,Sample 8,Sample 8,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A17,2.24E-05,M,Sample 9,Sample 9,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B17,1.12E-05,M,Sample 9,Sample 9,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C17,7.45E-06,M,Sample 9,Sample 9,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D17,3.73E-06,M,Sample 9,Sample 9,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E17,2.24E-06,M,Sample 9,Sample 9,15,15,8.455,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,F17,1.12E-06,M,Sample 9,Sample 9,7.5,7.5,8.447,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,G17,7.45E-07,M,Sample 9,Sample 9,5,5,8.442,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,H17,3.73E-07,M,Sample 9,Sample 9,2.5,2.5,8.44,74.51,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,I17,1.75E-07,M,Sample 9,Sample 9,75,75,22.462,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,J17,1.16E-07,M,Sample 9,Sample 9,50,50,22.412,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,K17,5.82E-08,M,Sample 9,Sample 9,25,25,22.387,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,L17,3.49E-08,M,Sample 9,Sample 9,15,15,22.372,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,M17,1.75E-08,M,Sample 9,Sample 9,7.5,7.5,22.364,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,N17,1.16E-08,M,Sample 9,Sample 9,5,5,22.359,99.701,Percent,DMSO,
Intermediate Sample Plate[1],,384PP_DMSO2,A23,4.69E-05,M,Destination Plate[1],,Proxiplate_384PS,O17,5.82E-09,M,Sample 9,Sample 9,2.5,2.5,22.357,99.701,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,A18,2.24E-05,M,Sample 9,Sample 9,150,150,8.62,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,B18,1.12E-05,M,Sample 9,Sample 9,75,75,8.545,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,C18,7.45E-06,M,Sample 9,Sample 9,50,50,8.495,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,D18,3.73E-06,M,Sample 9,Sample 9,25,25,8.47,74.51,Percent,DMSO,
Source Plate[1],Barcode,384LDV_DMSO,F5,0.003,M,Destination Plate[1],,Proxiplate_384PS,E18,2.24E-06,M,Sample 9,Sample 9,15,15,8.455,74.51,Percent,DMSO,
