Run ID,3360,,,,,,,,,,,,,,,,,,,,,,,,,,
Run Date/Time,04.01.2017 09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Name,Labcyte Echo Dose-Response,,,,,,,,,,,,,,,,,,,,,,,,,,
Application Version,01.05.2006,,,,,,,,,,,,,,,,,,,,,,,,,,
Protocol Name,2017-01-04 - Protocol - OICR library round 3 (17-25) - MLLT1A - SingleShot 50nl transfer - TC.edr,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,ACCESS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
[DETAILS],,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Source Concentration,Source Concentration Units,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Concentration,Destination Concentration Units,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status,,,,,,,
Sourceplate[17],,384LDV_DMSO,J16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,C14,4.95E-05,M,XS114431b,Sample 250,50,50,10.149,91.173,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,K16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,K15,4.95E-05,M,XS116237b,Sample 251,50,50,10.176,92.284,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,K16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,L15,4.95E-05,M,XS116237b,Sample 251,50,50,10.126,92.284,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,N16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,L19,4.95E-05,M,XS112330b,Sample 254,50,50,10.267,90.97,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,N16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,K19,4.95E-05,M,XS112330b,Sample 254,50,50,10.217,90.97,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,O16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,S20,4.95E-05,M,XS113036b,Sample 255,50,50,10.349,90.128,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,O16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,T20,4.95E-05,M,XS113036b,Sample 255,50,50,10.299,90.128,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,L16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,T16,4.95E-05,M,XS049587c,Sample 252,50,50,10.183,91.344,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,L16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,S16,4.95E-05,M,XS049587c,Sample 252,50,50,10.133,91.344,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,H16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,S11,4.95E-05,M,XS046864c,Sample 248,50,50,9.813,90.313,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,H16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,T11,4.95E-05,M,XS046864c,Sample 248,50,50,9.763,90.313,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,F16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,T8,4.95E-05,M,XS113498b,Sample 246,50,50,10.012,89.58,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,F16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,S8,4.95E-05,M,XS113498b,Sample 246,50,50,9.962,89.58,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,E16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,L7,4.95E-05,M,XS114711d,Sample 245,50,50,10.094,90.438,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,E16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,K7,4.95E-05,M,XS114711d,Sample 245,50,50,10.044,90.438,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,B16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,S3,4.95E-05,M,XS110934b,Sample 242,50,50,10.126,89.481,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,B16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,T3,4.95E-05,M,XS110934b,Sample 242,50,50,10.076,89.481,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,C16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AA4,4.95E-05,M,XS116683b,Sample 243,50,50,10.103,91.181,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,C16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AB4,4.95E-05,M,XS116683b,Sample 243,50,50,10.053,91.181,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,I16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AB12,4.95E-05,M,XS115692b,Sample 249,50,50,10.165,91.719,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,I16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AA12,4.95E-05,M,XS115692b,Sample 249,50,50,10.115,91.719,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,M16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AE17,4.95E-05,M,XS116306b,Sample 253,50,50,10.272,91.244,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,M16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AF17,4.95E-05,M,XS116306b,Sample 253,50,50,10.222,91.244,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,P16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AB21,4.95E-05,M,XS049785c,Sample 256,50,50,10.022,78.014,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,P16,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AA21,4.95E-05,M,XS049785c,Sample 256,50,50,9.972,78.014,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,P17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AC21,4.95E-05,M,XS046840c,Sample 272,50,50,10.13,70,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,P17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AD21,4.95E-05,M,XS046840c,Sample 272,50,50,10.08,70,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,O17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,V20,4.95E-05,M,XS013464c,Sample 271,50,50,10.352,89.936,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,O17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,U20,4.95E-05,M,XS013464c,Sample 271,50,50,10.302,89.936,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,L17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,U16,4.95E-05,M,XS115464b,Sample 268,50,50,10.164,90.948,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,L17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,V16,4.95E-05,M,XS115464b,Sample 268,50,50,10.114,90.948,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,K17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,N15,4.95E-05,M,XS114014b,Sample 267,50,50,10.223,91.858,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,K17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,M15,4.95E-05,M,XS114014b,Sample 267,50,50,10.173,91.858,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,N17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,M19,4.95E-05,M,XS112333b,Sample 270,50,50,10.188,90.694,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,N17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,N19,4.95E-05,M,XS112333b,Sample 270,50,50,10.138,90.694,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,M17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,B18,4.95E-05,M,XS050674c,Sample 269,50,50,10.189,90.659,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,M17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,A18,4.95E-05,M,XS050674c,Sample 269,50,50,10.139,90.659,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,J17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,E14,4.95E-05,M,XS050470c,Sample 266,50,50,10.146,91.339,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,J17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,F14,4.95E-05,M,XS050470c,Sample 266,50,50,10.096,91.339,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,G17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,I10,4.95E-05,M,XS111156b,Sample 263,50,50,10.032,91.891,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,G17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,J10,4.95E-05,M,XS111156b,Sample 263,50,50,9.982,91.891,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,E17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,M7,4.95E-05,M,XS050633c,Sample 261,50,50,10.016,91.005,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,E17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,N7,4.95E-05,M,XS050633c,Sample 261,50,50,9.966,91.005,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,F17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,U8,4.95E-05,M,XS043925c,Sample 262,50,50,10.122,83.505,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,F17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,V8,4.95E-05,M,XS043925c,Sample 262,50,50,10.072,83.505,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,H17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,V11,4.95E-05,M,XS116836b,Sample 264,50,50,10.017,90.909,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,H17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,U11,4.95E-05,M,XS116836b,Sample 264,50,50,9.967,90.909,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,I17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AC12,4.95E-05,M,XS115697b,Sample 265,50,50,10.163,91.086,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,I17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AD12,4.95E-05,M,XS115697b,Sample 265,50,50,10.113,91.086,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,C17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AD4,4.95E-05,M,XS118923b,Sample 259,50,50,10.024,90.859,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,C17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AC4,4.95E-05,M,XS118923b,Sample 259,50,50,9.974,90.859,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,B17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,V3,4.95E-05,M,XS049878c,Sample 258,50,50,10.186,89.474,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,B17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,U3,4.95E-05,M,XS049878c,Sample 258,50,50,10.136,89.474,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,A17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,J2,4.95E-05,M,XS115582b,Sample 257,50,50,9.846,72.146,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,A17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,I2,4.95E-05,M,XS115582b,Sample 257,50,50,9.796,72.146,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,D17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,F6,4.95E-05,M,XS117306b,Sample 260,50,50,9.986,90.029,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,D17,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,E6,4.95E-05,M,XS117306b,Sample 260,50,50,9.936,90.029,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,D18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,G6,4.95E-05,M,XS050635c,Sample 276,50,50,9.975,90.527,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,D18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,H6,4.95E-05,M,XS050635c,Sample 276,50,50,9.925,90.527,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,E18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,O7,4.95E-05,M,XS051893c,Sample 277,50,50,9.993,91.132,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,E18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,P7,4.95E-05,M,XS051893c,Sample 277,50,50,9.943,91.132,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,F18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,W8,4.95E-05,M,XS044262c,Sample 278,50,50,10.02,91.439,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,F18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,X8,4.95E-05,M,XS044262c,Sample 278,50,50,9.97,91.439,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,H18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,X11,4.95E-05,M,XS117369b,Sample 280,50,50,9.898,89.077,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,H18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,W11,4.95E-05,M,XS117369b,Sample 280,50,50,9.848,89.077,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,I18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AE12,4.95E-05,M,XS115702b,Sample 281,50,50,10.1,91.577,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,I18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AF12,4.95E-05,M,XS115702b,Sample 281,50,50,10.05,91.577,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,L18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,X16,4.95E-05,M,XS115602b,Sample 284,50,50,10.055,90.762,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,L18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,W16,4.95E-05,M,XS115602b,Sample 284,50,50,10.005,90.762,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,O18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,W20,4.95E-05,M,XS113044b,Sample 287,50,50,10.28,90.406,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,O18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,X20,4.95E-05,M,XS113044b,Sample 287,50,50,10.23,90.406,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,P18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AE21,4.95E-05,M,XS117667b,Sample 288,50,50,9.99,78.431,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,P18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AF21,4.95E-05,M,XS117667b,Sample 288,50,50,9.94,78.431,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,N18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,P19,4.95E-05,M,XS112334b,Sample 286,50,50,10.144,90.664,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,N18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,O19,4.95E-05,M,XS112334b,Sample 286,50,50,10.094,90.664,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,K18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,O15,4.95E-05,M,XS114017b,Sample 283,50,50,10.087,91.378,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,K18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,P15,4.95E-05,M,XS114017b,Sample 283,50,50,10.037,91.378,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,J18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,H14,4.95E-05,M,XS114457b,Sample 282,50,50,10.19,91.387,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,J18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,G14,4.95E-05,M,XS114457b,Sample 282,50,50,10.14,91.387,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,M18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,D18,4.95E-05,M,XS044272c,Sample 285,50,50,10.164,91.961,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,M18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,C18,4.95E-05,M,XS044272c,Sample 285,50,50,10.114,91.961,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,G18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,K10,4.95E-05,M,XS046844c,Sample 279,50,50,10.033,91.742,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,G18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,L10,4.95E-05,M,XS046844c,Sample 279,50,50,9.983,91.742,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,A18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,L2,4.95E-05,M,XS115584c,Sample 273,50,50,9.763,75.655,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,A18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,K2,4.95E-05,M,XS115584c,Sample 273,50,50,9.713,75.655,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,B18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,W3,4.95E-05,M,XS110949b,Sample 274,50,50,10.246,89.449,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,B18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,X3,4.95E-05,M,XS110949b,Sample 274,50,50,10.196,89.449,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,C18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AE4,4.95E-05,M,XS118924b,Sample 275,50,50,10.049,90.506,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,C18,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,AF4,4.95E-05,M,XS118924b,Sample 275,50,50,9.999,90.506,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,B19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Z3,4.95E-05,M,XS212050a,Sample 290,50,50,10.059,90.23,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,B19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Y3,4.95E-05,M,XS212050a,Sample 290,50,50,10.009,90.23,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,F19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Y8,4.95E-05,M,XS112868b,Sample 294,50,50,9.927,91.063,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,F19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Z8,4.95E-05,M,XS112868b,Sample 294,50,50,9.877,91.063,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,H19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Z11,4.95E-05,M,XS049795c,Sample 296,50,50,9.946,90.397,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,H19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Y11,4.95E-05,M,XS049795c,Sample 296,50,50,9.896,90.397,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,L19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Y16,4.95E-05,M,XS050471c,Sample 300,50,50,10.022,91.162,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,L19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Z16,4.95E-05,M,XS050471c,Sample 300,50,50,9.972,91.162,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,O19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Z20,4.95E-05,M,XS113054b,Sample 303,50,50,10.318,90.229,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,O19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Y20,4.95E-05,M,XS113054b,Sample 303,50,50,10.268,90.229,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,N19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,R19,4.95E-05,M,XS112336b,Sample 302,50,50,10.18,90.823,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,N19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Q19,4.95E-05,M,XS112336b,Sample 302,50,50,10.13,90.823,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,K19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Q15,4.95E-05,M,XS046851c,Sample 299,50,50,10.079,92.476,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,K19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,R15,4.95E-05,M,XS046851c,Sample 299,50,50,10.029,92.476,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,J19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,J14,4.95E-05,M,XS013474c,Sample 298,50,50,10.01,91.893,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,J19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,I14,4.95E-05,M,XS013474c,Sample 298,50,50,9.96,91.893,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,I19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,B13,4.95E-05,M,XS115703b,Sample 297,50,50,10.121,88.643,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,I19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,A13,4.95E-05,M,XS115703b,Sample 297,50,50,10.071,88.643,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,M19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,E18,4.95E-05,M,XS114052b,Sample 301,50,50,10.093,91.595,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,M19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,F18,4.95E-05,M,XS114052b,Sample 301,50,50,10.043,91.595,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,P19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,B22,4.95E-05,M,XS050678c,Sample 304,50,50,9.719,78.469,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,P19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,A22,4.95E-05,M,XS050678c,Sample 304,50,50,9.669,78.469,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,G19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,M10,4.95E-05,M,XS114107b,Sample 295,50,50,9.843,91.534,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,G19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,N10,4.95E-05,M,XS114107b,Sample 295,50,50,9.793,91.534,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,E19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,Q7,4.95E-05,M,XS049789c,Sample 293,50,50,9.928,90.993,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,E19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,R7,4.95E-05,M,XS049789c,Sample 293,50,50,9.878,90.993,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,D19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,J6,4.95E-05,M,XS116850b,Sample 292,50,50,9.769,90.266,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,D19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,I6,4.95E-05,M,XS116850b,Sample 292,50,50,9.719,90.266,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,C19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,B5,4.95E-05,M,XS052637c,Sample 291,50,50,9.991,90.327,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,C19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,A5,4.95E-05,M,XS052637c,Sample 291,50,50,9.941,90.327,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,A19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,M2,4.95E-05,M,XS115588b,Sample 289,50,50,10.11,76.783,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,A19,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,N2,4.95E-05,M,XS115588b,Sample 289,50,50,10.06,76.783,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,A20,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,O2,4.95E-05,M,XS048317d,Sample 305,50,50,9.81,70,Percent,DMSO,,,,,,,,
Sourceplate[17],,384LDV_DMSO,A20,0.005,M,Destination Plate[1],,Greiner_1536HiBasePS_782096,P2,4.95E-05,M,XS048317d,Sample 305,50,50,9.76,70,Percent,DMSO,,,,,,,,
