Raw Data 		Experiment - 160518_NUDT4_K401B_Tm_shift (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-580	
D18	Sample 90	1	2	1	15040	25.24	6.90
D18	Sample 90	1	2	1	16330	25.49	6.91
D18	Sample 90	1	2	1	17610	25.87	6.89
D18	Sample 90	1	2	1	18870	26.21	6.94
D18	Sample 90	1	2	1	20140	26.52	6.93
D18	Sample 90	1	2	1	21420	26.83	6.91
D18	Sample 90	1	2	1	22700	27.21	6.91
D18	Sample 90	1	2	1	23960	27.58	6.90
D18	Sample 90	1	2	1	25230	27.88	6.91
D18	Sample 90	1	2	1	26500	28.3	6.92
D18	Sample 90	1	2	1	27760	28.61	6.88
D18	Sample 90	1	2	1	29030	28.96	6.92
D18	Sample 90	1	2	1	30300	29.3	6.91
D18	Sample 90	1	2	1	31560	29.65	6.91
D18	Sample 90	1	2	1	32820	30	6.90
D18	Sample 90	1	2	1	34100	30.33	6.91
D18	Sample 90	1	2	1	35380	30.72	6.93
D18	Sample 90	1	2	1	36650	31.06	6.91
D18	Sample 90	1	2	1	37910	31.33	6.91
D18	Sample 90	1	2	1	39170	31.77	6.98
D18	Sample 90	1	2	1	40440	32.09	6.97
D18	Sample 90	1	2	1	41700	32.41	6.97
D18	Sample 90	1	2	1	42970	32.78	7.04
D18	Sample 90	1	2	1	44220	33.04	7.03
D18	Sample 90	1	2	1	45500	33.41	7.04
D18	Sample 90	1	2	1	46760	33.82	7.12
D18	Sample 90	1	2	1	48020	34.07	7.09
D18	Sample 90	1	2	1	49300	34.48	7.13
D18	Sample 90	1	2	1	50560	34.82	7.12
D18	Sample 90	1	2	1	51840	35.12	7.13
D18	Sample 90	1	2	1	53100	35.5	7.16
D18	Sample 90	1	2	1	54370	35.8	7.17
D18	Sample 90	1	2	1	55640	36.14	7.16
D18	Sample 90	1	2	1	56920	36.48	7.20
D18	Sample 90	1	2	1	58200	36.86	7.20
D18	Sample 90	1	2	1	59460	37.23	7.20
D18	Sample 90	1	2	1	60730	37.5	7.21
D18	Sample 90	1	2	1	62010	37.83	7.26
D18	Sample 90	1	2	1	63270	38.24	7.26
D18	Sample 90	1	2	1	64530	38.56	7.29
D18	Sample 90	1	2	1	65790	38.91	7.26
D18	Sample 90	1	2	1	67070	39.23	7.26
D18	Sample 90	1	2	1	68330	39.58	7.29
D18	Sample 90	1	2	1	69600	39.94	7.33
D18	Sample 90	1	2	1	70870	40.28	7.34
D18	Sample 90	1	2	1	72140	40.59	7.35
D18	Sample 90	1	2	1	73390	40.93	7.37
D18	Sample 90	1	2	1	74660	41.3	7.35
D18	Sample 90	1	2	1	75920	41.65	7.38
D18	Sample 90	1	2	1	77180	41.93	7.37
D18	Sample 90	1	2	1	78460	42.3	7.38
D18	Sample 90	1	2	1	79730	42.64	7.41
D18	Sample 90	1	2	1	80990	42.98	7.44
D18	Sample 90	1	2	1	82250	43.34	7.45
D18	Sample 90	1	2	1	83520	43.7	7.47
D18	Sample 90	1	2	1	84800	44.02	7.45
D18	Sample 90	1	2	1	86060	44.38	7.48
D18	Sample 90	1	2	1	87320	44.73	7.50
D18	Sample 90	1	2	1	88600	45.07	7.54
D18	Sample 90	1	2	1	89850	45.39	7.53
D18	Sample 90	1	2	1	91120	45.74	7.53
D18	Sample 90	1	2	1	92400	46.12	7.57
D18	Sample 90	1	2	1	93650	46.43	7.60
D18	Sample 90	1	2	1	94920	46.74	7.61
D18	Sample 90	1	2	1	96180	47.11	7.64
D18	Sample 90	1	2	1	97460	47.48	7.66
D18	Sample 90	1	2	1	98720	47.78	7.71
D18	Sample 90	1	2	1	100000	48.15	7.77
D18	Sample 90	1	2	1	101260	48.51	7.79
D18	Sample 90	1	2	1	102530	48.84	7.87
D18	Sample 90	1	2	1	103810	49.16	7.91
D18	Sample 90	1	2	1	105080	49.56	7.96
D18	Sample 90	1	2	1	106360	49.88	8.03
D18	Sample 90	1	2	1	107630	50.2	8.08
D18	Sample 90	1	2	1	108900	50.55	8.18
D18	Sample 90	1	2	1	110170	50.9	8.28
D18	Sample 90	1	2	1	111420	51.2	8.40
D18	Sample 90	1	2	1	112680	51.61	8.50
D18	Sample 90	1	2	1	113950	51.92	8.66
D18	Sample 90	1	2	1	115200	52.23	8.78
D18	Sample 90	1	2	1	116470	52.61	8.96
D18	Sample 90	1	2	1	117730	52.94	9.11
D18	Sample 90	1	2	1	119000	53.25	9.32
D18	Sample 90	1	2	1	120250	53.59	9.52
D18	Sample 90	1	2	1	121520	53.99	9.74
D18	Sample 90	1	2	1	122790	54.29	9.98
D18	Sample 90	1	2	1	124060	54.65	10.23
D18	Sample 90	1	2	1	125320	54.99	10.54
D18	Sample 90	1	2	1	126590	55.31	10.79
D18	Sample 90	1	2	1	127850	55.65	11.14
D18	Sample 90	1	2	1	129130	56.03	11.43
D18	Sample 90	1	2	1	130380	56.33	11.81
D18	Sample 90	1	2	1	131640	56.68	12.14
D18	Sample 90	1	2	1	132900	57.03	12.53
D18	Sample 90	1	2	1	134170	57.36	12.88
D18	Sample 90	1	2	1	135440	57.71	13.33
D18	Sample 90	1	2	1	136700	58.09	13.69
D18	Sample 90	1	2	1	137970	58.41	14.09
D18	Sample 90	1	2	1	139230	58.75	14.47
D18	Sample 90	1	2	1	140500	59.09	14.80
D18	Sample 90	1	2	1	141780	59.43	15.20
D18	Sample 90	1	2	1	143040	59.78	15.54
D18	Sample 90	1	2	1	144310	60.12	15.87
D18	Sample 90	1	2	1	145580	60.46	16.18
D18	Sample 90	1	2	1	146840	60.81	16.48
D18	Sample 90	1	2	1	148110	61.15	16.69
D18	Sample 90	1	2	1	149370	61.48	16.88
D18	Sample 90	1	2	1	150640	61.85	17.13
D18	Sample 90	1	2	1	151910	62.17	17.26
D18	Sample 90	1	2	1	153160	62.53	17.42
D18	Sample 90	1	2	1	154430	62.86	17.50
D18	Sample 90	1	2	1	155700	63.19	17.58
D18	Sample 90	1	2	1	156960	63.55	17.62
D18	Sample 90	1	2	1	158240	63.88	17.68
D18	Sample 90	1	2	1	159510	64.2	17.63
D18	Sample 90	1	2	1	160780	64.6	17.61
D18	Sample 90	1	2	1	162050	64.92	17.56
D18	Sample 90	1	2	1	163310	65.26	17.51
D18	Sample 90	1	2	1	164590	65.64	17.48
D18	Sample 90	1	2	1	165840	65.91	17.40
D18	Sample 90	1	2	1	167110	66.29	17.30
D18	Sample 90	1	2	1	168370	66.64	17.14
D18	Sample 90	1	2	1	169650	66.94	17.00
D18	Sample 90	1	2	1	170920	67.35	16.95
D18	Sample 90	1	2	1	172190	67.67	16.79
D18	Sample 90	1	2	1	173440	67.99	16.65
D18	Sample 90	1	2	1	174710	68.35	16.48
D18	Sample 90	1	2	1	175970	68.67	16.30
D18	Sample 90	1	2	1	177240	69.01	16.18
D18	Sample 90	1	2	1	178510	69.37	15.97
D18	Sample 90	1	2	1	179770	69.71	15.80
D18	Sample 90	1	2	1	181020	70.06	15.69
D18	Sample 90	1	2	1	182290	70.4	15.46
D18	Sample 90	1	2	1	183540	70.74	15.36
D18	Sample 90	1	2	1	184820	71.08	15.18
D18	Sample 90	1	2	1	186070	71.4	15.05
D18	Sample 90	1	2	1	187340	71.75	14.90
D18	Sample 90	1	2	1	188620	72.12	14.74
D18	Sample 90	1	2	1	189890	72.43	14.53
D18	Sample 90	1	2	1	191140	72.8	14.45
D18	Sample 90	1	2	1	192410	73.11	14.28
D18	Sample 90	1	2	1	193670	73.48	14.14
D18	Sample 90	1	2	1	194940	73.82	14.02
D18	Sample 90	1	2	1	196200	74.14	13.86
D18	Sample 90	1	2	1	197460	74.51	13.76
D18	Sample 90	1	2	1	198720	74.83	13.58
D18	Sample 90	1	2	1	200000	75.17	13.50
D18	Sample 90	1	2	1	201260	75.56	13.35
D18	Sample 90	1	2	1	202520	75.84	13.20
D18	Sample 90	1	2	1	203790	76.21	13.07
D18	Sample 90	1	2	1	205060	76.54	12.93
D18	Sample 90	1	2	1	206330	76.88	12.79
D18	Sample 90	1	2	1	207620	77.25	12.70
D18	Sample 90	1	2	1	208890	77.57	12.57
D18	Sample 90	1	2	1	210150	77.92	12.45
D18	Sample 90	1	2	1	211420	78.27	12.34
D18	Sample 90	1	2	1	212690	78.58	12.19
D18	Sample 90	1	2	1	213940	78.95	12.04
D18	Sample 90	1	2	1	215220	79.31	11.95
D18	Sample 90	1	2	1	216470	79.65	11.86
D18	Sample 90	1	2	1	217740	79.97	11.73
D18	Sample 90	1	2	1	218990	80.3	11.61
D18	Sample 90	1	2	1	220270	80.67	11.51
D18	Sample 90	1	2	1	221520	80.99	11.40
D18	Sample 90	1	2	1	222780	81.34	11.26
D18	Sample 90	1	2	1	224030	81.69	11.18
D18	Sample 90	1	2	1	225300	82.04	11.04
D18	Sample 90	1	2	1	226570	82.37	10.96
D18	Sample 90	1	2	1	227840	82.73	10.85
D18	Sample 90	1	2	1	229090	83.05	10.73
D18	Sample 90	1	2	1	230370	83.39	10.63
D18	Sample 90	1	2	1	231640	83.74	10.51
D18	Sample 90	1	2	1	232910	84.08	10.38
D18	Sample 90	1	2	1	234170	84.46	10.28
D18	Sample 90	1	2	1	235430	84.74	10.20
D18	Sample 90	1	2	1	236690	85.1	10.04
D18	Sample 90	1	2	1	237940	85.46	9.92
D18	Sample 90	1	2	1	239220	85.76	9.83
D18	Sample 90	1	2	1	240480	86.11	9.72
D18	Sample 90	1	2	1	241760	86.48	9.59
D18	Sample 90	1	2	1	243030	86.81	9.50
D18	Sample 90	1	2	1	244290	87.16	9.40
D18	Sample 90	1	2	1	245550	87.5	9.24
D18	Sample 90	1	2	1	246810	87.83	9.10
D18	Sample 90	1	2	1	248080	88.19	9.02
D18	Sample 90	1	2	1	249340	88.49	8.90
D18	Sample 90	1	2	1	250610	88.88	8.82
D18	Sample 90	1	2	1	251870	89.24	8.69
D18	Sample 90	1	2	1	253130	89.51	8.57
D18	Sample 90	1	2	1	254390	89.89	8.46
D18	Sample 90	1	2	1	255650	90.22	8.35
D18	Sample 90	1	2	1	256900	90.53	8.27
D18	Sample 90	1	2	1	258180	90.93	8.14
D18	Sample 90	1	2	1	259440	91.25	8.06
D18	Sample 90	1	2	1	260710	91.56	7.95
D18	Sample 90	1	2	1	261980	91.96	7.83
D18	Sample 90	1	2	1	263250	92.28	7.74
D18	Sample 90	1	2	1	264520	92.62	7.67
D18	Sample 90	1	2	1	265780	92.96	7.53
D18	Sample 90	1	2	1	267040	93.28	7.44
D18	Sample 90	1	2	1	268300	93.67	7.36
D18	Sample 90	1	2	1	269570	94.03	7.26
D18	Sample 90	1	2	1	270850	94.33	7.16
D18	Sample 90	1	2	1	272100	94.7	7.07
D19	Sample 91	1	2	1	11240	24.17	6.54
D19	Sample 91	1	2	1	12510	24.5	6.54
D19	Sample 91	1	2	1	13780	24.91	6.55
D19	Sample 91	1	2	1	15040	25.24	6.57
D19	Sample 91	1	2	1	16330	25.49	6.55
D19	Sample 91	1	2	1	17610	25.87	6.58
D19	Sample 91	1	2	1	18870	26.21	6.55
D19	Sample 91	1	2	1	20140	26.52	6.53
D19	Sample 91	1	2	1	21420	26.83	6.56
D19	Sample 91	1	2	1	22700	27.21	6.54
D19	Sample 91	1	2	1	23960	27.58	6.53
D19	Sample 91	1	2	1	25230	27.88	6.54
D19	Sample 91	1	2	1	26500	28.3	6.54
D19	Sample 91	1	2	1	27760	28.61	6.56
D19	Sample 91	1	2	1	29030	28.96	6.54
D19	Sample 91	1	2	1	30300	29.3	6.54
D19	Sample 91	1	2	1	31560	29.65	6.54
D19	Sample 91	1	2	1	32820	30	6.54
D19	Sample 91	1	2	1	34100	30.33	6.56
D19	Sample 91	1	2	1	35380	30.72	6.57
D19	Sample 91	1	2	1	36650	31.06	6.59
D19	Sample 91	1	2	1	37910	31.33	6.58
D19	Sample 91	1	2	1	39170	31.77	6.61
D19	Sample 91	1	2	1	40440	32.09	6.64
D19	Sample 91	1	2	1	41700	32.41	6.63
D19	Sample 91	1	2	1	42970	32.78	6.66
D19	Sample 91	1	2	1	44220	33.04	6.68
D19	Sample 91	1	2	1	45500	33.41	6.70
D19	Sample 91	1	2	1	46760	33.82	6.72
D19	Sample 91	1	2	1	48020	34.07	6.73
D19	Sample 91	1	2	1	49300	34.48	6.73
D19	Sample 91	1	2	1	50560	34.82	6.75
D19	Sample 91	1	2	1	51840	35.12	6.75
D19	Sample 91	1	2	1	53100	35.5	6.77
D19	Sample 91	1	2	1	54370	35.8	6.75
D19	Sample 91	1	2	1	55640	36.14	6.79
D19	Sample 91	1	2	1	56920	36.48	6.80
D19	Sample 91	1	2	1	58200	36.86	6.83
D19	Sample 91	1	2	1	59460	37.23	6.84
D19	Sample 91	1	2	1	60730	37.5	6.85
D19	Sample 91	1	2	1	62010	37.83	6.86
D19	Sample 91	1	2	1	63270	38.24	6.89
D19	Sample 91	1	2	1	64530	38.56	6.90
D19	Sample 91	1	2	1	65790	38.91	6.90
D19	Sample 91	1	2	1	67070	39.23	6.90
D19	Sample 91	1	2	1	68330	39.58	6.95
D19	Sample 91	1	2	1	69600	39.94	6.92
D19	Sample 91	1	2	1	70870	40.28	6.98
D19	Sample 91	1	2	1	72140	40.59	6.98
D19	Sample 91	1	2	1	73390	40.93	7.00
D19	Sample 91	1	2	1	74660	41.3	7.00
D19	Sample 91	1	2	1	75920	41.65	7.01
D19	Sample 91	1	2	1	77180	41.93	7.03
D19	Sample 91	1	2	1	78460	42.3	7.06
D19	Sample 91	1	2	1	79730	42.64	7.09
D19	Sample 91	1	2	1	80990	42.98	7.06
D19	Sample 91	1	2	1	82250	43.34	7.11
D19	Sample 91	1	2	1	83520	43.7	7.10
D19	Sample 91	1	2	1	84800	44.02	7.13
D19	Sample 91	1	2	1	86060	44.38	7.11
D19	Sample 91	1	2	1	87320	44.73	7.14
D19	Sample 91	1	2	1	88600	45.07	7.18
D19	Sample 91	1	2	1	89850	45.39	7.17
D19	Sample 91	1	2	1	91120	45.74	7.22
D19	Sample 91	1	2	1	92400	46.12	7.20
D19	Sample 91	1	2	1	93650	46.43	7.27
D19	Sample 91	1	2	1	94920	46.74	7.27
D19	Sample 91	1	2	1	96180	47.11	7.31
D19	Sample 91	1	2	1	97460	47.48	7.34
D19	Sample 91	1	2	1	98720	47.78	7.34
D19	Sample 91	1	2	1	100000	48.15	7.42
D19	Sample 91	1	2	1	101260	48.51	7.46
D19	Sample 91	1	2	1	102530	48.84	7.53
D19	Sample 91	1	2	1	103810	49.16	7.59
D19	Sample 91	1	2	1	105080	49.56	7.65
D19	Sample 91	1	2	1	106360	49.88	7.71
D19	Sample 91	1	2	1	107630	50.2	7.80
D19	Sample 91	1	2	1	108900	50.55	7.86
D19	Sample 91	1	2	1	110170	50.9	7.98
D19	Sample 91	1	2	1	111420	51.2	8.12
D19	Sample 91	1	2	1	112680	51.61	8.22
D19	Sample 91	1	2	1	113950	51.92	8.37
D19	Sample 91	1	2	1	115200	52.23	8.47
D19	Sample 91	1	2	1	116470	52.61	8.68
D19	Sample 91	1	2	1	117730	52.94	8.85
D19	Sample 91	1	2	1	119000	53.25	9.04
D19	Sample 91	1	2	1	120250	53.59	9.25
D19	Sample 91	1	2	1	121520	53.99	9.47
D19	Sample 91	1	2	1	122790	54.29	9.73
D19	Sample 91	1	2	1	124060	54.65	10.01
D19	Sample 91	1	2	1	125320	54.99	10.28
D19	Sample 91	1	2	1	126590	55.31	10.59
D19	Sample 91	1	2	1	127850	55.65	10.93
D19	Sample 91	1	2	1	129130	56.03	11.22
D19	Sample 91	1	2	1	130380	56.33	11.63
D19	Sample 91	1	2	1	131640	56.68	12.00
D19	Sample 91	1	2	1	132900	57.03	12.40
D19	Sample 91	1	2	1	134170	57.36	12.77
D19	Sample 91	1	2	1	135440	57.71	13.14
D19	Sample 91	1	2	1	136700	58.09	13.61
D19	Sample 91	1	2	1	137970	58.41	14.02
D19	Sample 91	1	2	1	139230	58.75	14.37
D19	Sample 91	1	2	1	140500	59.09	14.78
D19	Sample 91	1	2	1	141780	59.43	15.12
D19	Sample 91	1	2	1	143040	59.78	15.51
D19	Sample 91	1	2	1	144310	60.12	15.83
D19	Sample 91	1	2	1	145580	60.46	16.19
D19	Sample 91	1	2	1	146840	60.81	16.48
D19	Sample 91	1	2	1	148110	61.15	16.76
D19	Sample 91	1	2	1	149370	61.48	16.96
D19	Sample 91	1	2	1	150640	61.85	17.14
D19	Sample 91	1	2	1	151910	62.17	17.34
D19	Sample 91	1	2	1	153160	62.53	17.45
D19	Sample 91	1	2	1	154430	62.86	17.55
D19	Sample 91	1	2	1	155700	63.19	17.65
D19	Sample 91	1	2	1	156960	63.55	17.75
D19	Sample 91	1	2	1	158240	63.88	17.74
D19	Sample 91	1	2	1	159510	64.2	17.76
D19	Sample 91	1	2	1	160780	64.6	17.76
D19	Sample 91	1	2	1	162050	64.92	17.72
D19	Sample 91	1	2	1	163310	65.26	17.65
D19	Sample 91	1	2	1	164590	65.64	17.57
D19	Sample 91	1	2	1	165840	65.91	17.50
D19	Sample 91	1	2	1	167110	66.29	17.41
D19	Sample 91	1	2	1	168370	66.64	17.26
D19	Sample 91	1	2	1	169650	66.94	17.17
D19	Sample 91	1	2	1	170920	67.35	17.04
D19	Sample 91	1	2	1	172190	67.67	16.86
D19	Sample 91	1	2	1	173440	67.99	16.74
D19	Sample 91	1	2	1	174710	68.35	16.58
D19	Sample 91	1	2	1	175970	68.67	16.38
D19	Sample 91	1	2	1	177240	69.01	16.26
D19	Sample 91	1	2	1	178510	69.37	16.07
D19	Sample 91	1	2	1	179770	69.71	15.91
D19	Sample 91	1	2	1	181020	70.06	15.72
D19	Sample 91	1	2	1	182290	70.4	15.55
D19	Sample 91	1	2	1	183540	70.74	15.41
D19	Sample 91	1	2	1	184820	71.08	15.27
D19	Sample 91	1	2	1	186070	71.4	15.09
D19	Sample 91	1	2	1	187340	71.75	14.98
D19	Sample 91	1	2	1	188620	72.12	14.81
D19	Sample 91	1	2	1	189890	72.43	14.66
D19	Sample 91	1	2	1	191140	72.8	14.52
D19	Sample 91	1	2	1	192410	73.11	14.37
D19	Sample 91	1	2	1	193670	73.48	14.22
D19	Sample 91	1	2	1	194940	73.82	14.01
D19	Sample 91	1	2	1	196200	74.14	13.88
D19	Sample 91	1	2	1	197460	74.51	13.78
D19	Sample 91	1	2	1	198720	74.83	13.65
D19	Sample 91	1	2	1	200000	75.17	13.49
D19	Sample 91	1	2	1	201260	75.56	13.40
D19	Sample 91	1	2	1	202520	75.84	13.22
D19	Sample 91	1	2	1	203790	76.21	13.09
D19	Sample 91	1	2	1	205060	76.54	12.93
D19	Sample 91	1	2	1	206330	76.88	12.81
D19	Sample 91	1	2	1	207620	77.25	12.70
D19	Sample 91	1	2	1	208890	77.57	12.56
D19	Sample 91	1	2	1	210150	77.92	12.43
D19	Sample 91	1	2	1	211420	78.27	12.31
D19	Sample 91	1	2	1	212690	78.58	12.20
D19	Sample 91	1	2	1	213940	78.95	12.06
D19	Sample 91	1	2	1	215220	79.31	11.92
D19	Sample 91	1	2	1	216470	79.65	11.82
D19	Sample 91	1	2	1	217740	79.97	11.69
D19	Sample 91	1	2	1	218990	80.3	11.61
D19	Sample 91	1	2	1	220270	80.67	11.48
D19	Sample 91	1	2	1	221520	80.99	11.34
D19	Sample 91	1	2	1	222780	81.34	11.25
D19	Sample 91	1	2	1	224030	81.69	11.16
D19	Sample 91	1	2	1	225300	82.04	10.99
D19	Sample 91	1	2	1	226570	82.37	10.91
D19	Sample 91	1	2	1	227840	82.73	10.75
D19	Sample 91	1	2	1	229090	83.05	10.67
D19	Sample 91	1	2	1	230370	83.39	10.60
D19	Sample 91	1	2	1	231640	83.74	10.47
D19	Sample 91	1	2	1	232910	84.08	10.36
D19	Sample 91	1	2	1	234170	84.46	10.20
D19	Sample 91	1	2	1	235430	84.74	10.15
D19	Sample 91	1	2	1	236690	85.1	10.01
D19	Sample 91	1	2	1	237940	85.46	9.89
D19	Sample 91	1	2	1	239220	85.76	9.80
D19	Sample 91	1	2	1	240480	86.11	9.68
D19	Sample 91	1	2	1	241760	86.48	9.54
D19	Sample 91	1	2	1	243030	86.81	9.43
D19	Sample 91	1	2	1	244290	87.16	9.32
D19	Sample 91	1	2	1	245550	87.5	9.18
D19	Sample 91	1	2	1	246810	87.83	9.05
D19	Sample 91	1	2	1	248080	88.19	8.93
D19	Sample 91	1	2	1	249340	88.49	8.82
D19	Sample 91	1	2	1	250610	88.88	8.74
D19	Sample 91	1	2	1	251870	89.24	8.61
D19	Sample 91	1	2	1	253130	89.51	8.50
D19	Sample 91	1	2	1	254390	89.89	8.38
D19	Sample 91	1	2	1	255650	90.22	8.32
D19	Sample 91	1	2	1	256900	90.53	8.18
D19	Sample 91	1	2	1	258180	90.93	8.10
D19	Sample 91	1	2	1	259440	91.25	7.97
D19	Sample 91	1	2	1	260710	91.56	7.87
D19	Sample 91	1	2	1	261980	91.96	7.77
D19	Sample 91	1	2	1	263250	92.28	7.68
D19	Sample 91	1	2	1	264520	92.62	7.57
D19	Sample 91	1	2	1	265780	92.96	7.46
D19	Sample 91	1	2	1	267040	93.28	7.38
D19	Sample 91	1	2	1	268300	93.67	7.25
D19	Sample 91	1	2	1	269570	94.03	7.18
D19	Sample 91	1	2	1	270850	94.33	7.08
D19	Sample 91	1	2	1	272100	94.7	6.98
D20	Sample 92	1	2	1	11240	24.17	6.69
D20	Sample 92	1	2	1	12510	24.5	6.70
D20	Sample 92	1	2	1	13780	24.91	6.70
D20	Sample 92	1	2	1	15040	25.24	6.72
D20	Sample 92	1	2	1	16330	25.49	6.73
D20	Sample 92	1	2	1	17610	25.87	6.71
D20	Sample 92	1	2	1	18870	26.21	6.72
D20	Sample 92	1	2	1	20140	26.52	6.70
D20	Sample 92	1	2	1	21420	26.83	6.73
D20	Sample 92	1	2	1	22700	27.21	6.72
D20	Sample 92	1	2	1	23960	27.58	6.70
D20	Sample 92	1	2	1	25230	27.88	6.72
D20	Sample 92	1	2	1	26500	28.3	6.71
D20	Sample 92	1	2	1	27760	28.61	6.73
D20	Sample 92	1	2	1	29030	28.96	6.71
D20	Sample 92	1	2	1	30300	29.3	6.74
D20	Sample 92	1	2	1	31560	29.65	6.76
D20	Sample 92	1	2	1	32820	30	6.74
D20	Sample 92	1	2	1	34100	30.33	6.76
D20	Sample 92	1	2	1	35380	30.72	6.74
D20	Sample 92	1	2	1	36650	31.06	6.79
D20	Sample 92	1	2	1	37910	31.33	6.80
D20	Sample 92	1	2	1	39170	31.77	6.84
D20	Sample 92	1	2	1	40440	32.09	6.81
D20	Sample 92	1	2	1	41700	32.41	6.83
D20	Sample 92	1	2	1	42970	32.78	6.88
D20	Sample 92	1	2	1	44220	33.04	6.89
D20	Sample 92	1	2	1	45500	33.41	6.88
D20	Sample 92	1	2	1	46760	33.82	6.93
D20	Sample 92	1	2	1	48020	34.07	6.91
D20	Sample 92	1	2	1	49300	34.48	6.95
D20	Sample 92	1	2	1	50560	34.82	6.96
D20	Sample 92	1	2	1	51840	35.12	6.96
D20	Sample 92	1	2	1	53100	35.5	6.99
D20	Sample 92	1	2	1	54370	35.8	6.99
D20	Sample 92	1	2	1	55640	36.14	6.99
D20	Sample 92	1	2	1	56920	36.48	7.02
D20	Sample 92	1	2	1	58200	36.86	7.02
D20	Sample 92	1	2	1	59460	37.23	7.00
D20	Sample 92	1	2	1	60730	37.5	7.02
D20	Sample 92	1	2	1	62010	37.83	7.05
D20	Sample 92	1	2	1	63270	38.24	7.06
D20	Sample 92	1	2	1	64530	38.56	7.05
D20	Sample 92	1	2	1	65790	38.91	7.05
D20	Sample 92	1	2	1	67070	39.23	7.10
D20	Sample 92	1	2	1	68330	39.58	7.12
D20	Sample 92	1	2	1	69600	39.94	7.14
D20	Sample 92	1	2	1	70870	40.28	7.12
D20	Sample 92	1	2	1	72140	40.59	7.13
D20	Sample 92	1	2	1	73390	40.93	7.15
D20	Sample 92	1	2	1	74660	41.3	7.14
D20	Sample 92	1	2	1	75920	41.65	7.14
D20	Sample 92	1	2	1	77180	41.93	7.15
D20	Sample 92	1	2	1	78460	42.3	7.17
D20	Sample 92	1	2	1	79730	42.64	7.17
D20	Sample 92	1	2	1	80990	42.98	7.18
D20	Sample 92	1	2	1	82250	43.34	7.23
D20	Sample 92	1	2	1	83520	43.7	7.20
D20	Sample 92	1	2	1	84800	44.02	7.19
D20	Sample 92	1	2	1	86060	44.38	7.24
D20	Sample 92	1	2	1	87320	44.73	7.25
D20	Sample 92	1	2	1	88600	45.07	7.26
D20	Sample 92	1	2	1	89850	45.39	7.30
D20	Sample 92	1	2	1	91120	45.74	7.27
D20	Sample 92	1	2	1	92400	46.12	7.28
D20	Sample 92	1	2	1	93650	46.43	7.32
D20	Sample 92	1	2	1	94920	46.74	7.35
D20	Sample 92	1	2	1	96180	47.11	7.37
D20	Sample 92	1	2	1	97460	47.48	7.38
D20	Sample 92	1	2	1	98720	47.78	7.46
D20	Sample 92	1	2	1	100000	48.15	7.47
D20	Sample 92	1	2	1	101260	48.51	7.50
D20	Sample 92	1	2	1	102530	48.84	7.58
D20	Sample 92	1	2	1	103810	49.16	7.61
D20	Sample 92	1	2	1	105080	49.56	7.69
D20	Sample 92	1	2	1	106360	49.88	7.75
D20	Sample 92	1	2	1	107630	50.2	7.81
D20	Sample 92	1	2	1	108900	50.55	7.94
D20	Sample 92	1	2	1	110170	50.9	7.97
D20	Sample 92	1	2	1	111420	51.2	8.11
D20	Sample 92	1	2	1	112680	51.61	8.20
D20	Sample 92	1	2	1	113950	51.92	8.37
D20	Sample 92	1	2	1	115200	52.23	8.47
D20	Sample 92	1	2	1	116470	52.61	8.61
D20	Sample 92	1	2	1	117730	52.94	8.81
D20	Sample 92	1	2	1	119000	53.25	8.99
D20	Sample 92	1	2	1	120250	53.59	9.16
D20	Sample 92	1	2	1	121520	53.99	9.36
D20	Sample 92	1	2	1	122790	54.29	9.60
D20	Sample 92	1	2	1	124060	54.65	9.88
D20	Sample 92	1	2	1	125320	54.99	10.15
D20	Sample 92	1	2	1	126590	55.31	10.44
D20	Sample 92	1	2	1	127850	55.65	10.71
D20	Sample 92	1	2	1	129130	56.03	11.05
D20	Sample 92	1	2	1	130380	56.33	11.38
D20	Sample 92	1	2	1	131640	56.68	11.75
D20	Sample 92	1	2	1	132900	57.03	12.08
D20	Sample 92	1	2	1	134170	57.36	12.47
D20	Sample 92	1	2	1	135440	57.71	12.84
D20	Sample 92	1	2	1	136700	58.09	13.24
D20	Sample 92	1	2	1	137970	58.41	13.63
D20	Sample 92	1	2	1	139230	58.75	13.98
D20	Sample 92	1	2	1	140500	59.09	14.36
D20	Sample 92	1	2	1	141780	59.43	14.69
D20	Sample 92	1	2	1	143040	59.78	15.03
D20	Sample 92	1	2	1	144310	60.12	15.39
D20	Sample 92	1	2	1	145580	60.46	15.69
D20	Sample 92	1	2	1	146840	60.81	15.96
D20	Sample 92	1	2	1	148110	61.15	16.19
D20	Sample 92	1	2	1	149370	61.48	16.42
D20	Sample 92	1	2	1	150640	61.85	16.60
D20	Sample 92	1	2	1	151910	62.17	16.79
D20	Sample 92	1	2	1	153160	62.53	16.88
D20	Sample 92	1	2	1	154430	62.86	17.03
D20	Sample 92	1	2	1	155700	63.19	17.10
D20	Sample 92	1	2	1	156960	63.55	17.12
D20	Sample 92	1	2	1	158240	63.88	17.15
D20	Sample 92	1	2	1	159510	64.2	17.18
D20	Sample 92	1	2	1	160780	64.6	17.21
D20	Sample 92	1	2	1	162050	64.92	17.13
D20	Sample 92	1	2	1	163310	65.26	17.09
D20	Sample 92	1	2	1	164590	65.64	17.03
D20	Sample 92	1	2	1	165840	65.91	16.92
D20	Sample 92	1	2	1	167110	66.29	16.89
